file,IOU,dice_coeffecient,pixel_accuracy,MSE_overlap,SSIM_overlap,XOR_overlap
ISIC_0026376,0.8926439088999493,0.0038024404186554517,0.9291111111111111,3133.979385185185,0.8977798121110078,0.038425925925925926
ISIC_0026377,0.03391356133308482,0.0002923649901781432,0.19442962962962962,45650.01594074074,0.09523915483231803,0.7870777777777778
ISIC_0026378,0.5506578131517536,0.003072010356722069,0.3289296296296296,36568.94816666667,0.2509362654633451,0.4428666666666667
ISIC_0026379,0.7171402822891746,0.0033971763396070677,0.7921222222222222,11192.992151851851,0.7346707581842262,0.1615851851851852
ISIC_0026380,0.765862462006079,0.003663539698802526,0.9242037037037037,2239.694811111111,0.8795345718513795,0.06390740740740741
ISIC_0026381,0.001620395376471859,1.4105626299407357e-05,0.17721851851851853,47789.04504444444,0.08936336335666123,0.8215111111111111
ISIC_0026382,0.014825836634293795,0.00013889381188195746,0.4533333333333333,28672.214974074075,0.3618636486840063,0.5443962962962963
ISIC_0026383,0.036897218280211724,0.00029767035317292633,0.07813333333333333,55819.33521111111,0.025597027956708415,0.9023666666666667
ISIC_0026384,0.6946992053093661,0.003601271788363996,0.8797185185185186,3994.771822222222,0.8058474421260043,0.09234444444444445
ISIC_0026385,0.5631960565742512,0.00341941159185559,0.8247444444444444,4085.635359259259,0.6924211828358169,0.15819259259259258
ISIC_0026386,0.8678210018410002,0.003802587290473338,0.9475481481481481,1338.3162962962963,0.9132287353561537,0.040685185185185185
ISIC_0026387,0.7341955919229246,0.003692570505661123,0.8475296296296296,4318.810081481482,0.7468498264496706,0.11188888888888888
ISIC_0026388,0.32026757844586823,0.0021578669787755728,0.3913814814814815,33621.08712592593,0.29884715971773945,0.4903740740740741
ISIC_0026389,0.016247406979492163,0.0001622608635451042,0.44332222222222223,27133.591044444445,0.3074034736196643,0.5550259259259259
ISIC_0026390,0.009910625942807092,8.327833408166844e-05,0.0873,54776.46533333333,0.02727349660505988,0.9042962962962963
ISIC_0026391,0.010719586103593566,9.018027977223855e-05,0.19522962962962964,48094.74182222222,0.12800827389829678,0.7974296296296296
ISIC_0026392,0.011462421667674508,9.434394871303172e-05,0.03958148148148148,58894.28665555555,-0.0034535798397632472,0.9505740740740741
ISIC_0026393,7.014555202044242e-05,6.544062105019109e-07,0.2607962962962963,39817.241977777776,0.13940561362515103,0.7391518518518518
ISIC_0026394,0.0014656684422502274,1.2058429537861357e-05,0.08777037037037037,56298.45076666667,0.039100815288900574,0.9109
